date,PM2.5_forecast,PM2.5_upper,PM2.5_lower,AQI_Level
2025-01-01,22.21432491581844,26.65718989898213,17.771459932654754,Moderate
2025-01-02,26.177392551272305,31.412871061526765,20.941914041017846,Moderate
2025-01-03,30.662600349776167,36.7951204197314,24.530080279820936,Moderate
2025-01-04,43.96195368556336,52.75434442267603,35.16956294845069,Unhealthy
2025-01-05,36.3212562456839,43.585507494820675,29.05700499654712,Unhealthy
2025-01-06,44.31133479124887,53.17360174949864,35.4490678329991,Unhealthy
2025-01-07,44.531065605341624,53.43727872640995,35.6248524842733,Unhealthy
2025-01-08,40.07935595015418,48.09522714018502,32.063484760123345,Unhealthy
2025-01-09,27.360698371520357,32.832838045824424,21.888558697216286,Moderate
2025-01-10,29.464020970369884,35.35682516444386,23.57121677629591,Moderate
2025-01-11,27.81005529269041,33.37206635122849,22.24804423415233,Moderate
2025-01-12,28.539086561610944,34.24690387393313,22.831269249288756,Moderate
2025-01-13,45.17300131181481,54.207601574177765,36.13840104945185,Unhealthy
2025-01-14,35.007409454852,42.0088913458224,28.005927563881603,Moderate
2025-01-15,43.84491206297254,52.613894475567044,35.075929650378036,Unhealthy
2025-01-16,28.9510404976764,34.74124859721168,23.16083239814112,Moderate
2025-01-17,36.644682526046935,43.97361903125632,29.31574602083755,Unhealthy
2025-01-18,38.63553203541746,46.36263844250095,30.908425628333973,Unhealthy
2025-01-19,38.251007602837994,45.90120912340559,30.600806082270395,Unhealthy
2025-01-20,42.02241996642775,50.42690395971329,33.6179359731422,Unhealthy
2025-01-21,37.98657071002904,45.58388485203485,30.389256568023235,Unhealthy
2025-01-22,27.360550312649583,32.8326603751795,21.888440250119668,Moderate
2025-01-23,17.96542748802011,21.558512985624134,14.37234199041609,Moderate
2025-01-24,30.495541907614033,36.59465028913684,24.39643352609123,Moderate
2025-01-25,28.59535402940403,34.31442483528484,22.876283223523227,Moderate
2025-01-26,34.625522611664195,41.55062713399703,27.700418089331357,Moderate
2025-01-27,41.82103371108557,50.18524045330268,33.456826968868455,Unhealthy
2025-01-28,41.6665482202061,49.999857864247325,33.33323857616488,Unhealthy
2025-01-29,35.012900739493304,42.015480887391966,28.010320591594645,Moderate
2025-01-30,25.09762329747216,30.11714795696659,20.07809863797773,Moderate
2025-01-31,17.689647725206576,21.22757727024789,14.151718180165261,Moderate
2025-02-01,19.272711657879885,23.127253989455863,15.418169326303909,Moderate
2025-02-02,15.009774386350418,18.011729263620502,12.007819509080335,Moderate
2025-02-03,18.090499287888324,21.70859914546599,14.47239943031066,Moderate
2025-02-04,20.077636249433148,24.093163499319775,16.06210899954652,Moderate
2025-02-05,17.02932809875368,20.435193718504415,13.623462479002946,Moderate
2025-02-06,18.102473814890875,21.72296857786905,14.4819790519127,Moderate
2025-02-07,18.26995098932807,21.923941187193684,14.615960791462456,Moderate
2025-02-08,22.710817855531936,27.25298142663832,18.16865428442555,Moderate
2025-02-09,22.71057507784224,27.25269009341069,18.16846006227379,Moderate
2025-02-10,23.383666260356332,28.060399512427598,18.706933008285066,Moderate
2025-02-11,24.79889485964353,29.75867383157223,19.839115887714826,Moderate
2025-02-12,26.12052660934739,31.344631931216867,20.896421287477914,Moderate
2025-02-13,22.89195562996862,27.470346755962343,18.3135645039749,Moderate
2025-02-14,22.161330940954613,26.593597129145536,17.72906475276369,Moderate
2025-02-15,23.635033142020923,28.362039770425106,18.90802651361674,Moderate
2025-02-16,17.325282508860468,20.79033901063256,13.860226007088375,Moderate
2025-02-17,18.515236612700043,22.218283935240052,14.812189290160035,Moderate
2025-02-18,21.452501659095578,25.743001990914692,17.162001327276464,Moderate
2025-02-19,19.398107168591107,23.277728602309327,15.518485734872886,Moderate
2025-02-20,20.33862874961997,24.406354499543966,16.270902999695977,Moderate
2025-02-21,21.49374286706267,25.792491440475207,17.194994293650137,Moderate
2025-02-22,36.803189631106115,44.16382755732734,29.44255170488489,Unhealthy
2025-02-23,27.816644604839894,33.37997352580787,22.253315683871918,Moderate
2025-02-24,21.233027043674493,25.47963245240939,16.986421634939596,Moderate
2025-02-25,16.485135495830956,19.782162594997146,13.188108396664767,Moderate
2025-02-26,21.259687520138986,25.511625024166783,17.00775001611119,Moderate
2025-02-27,28.19528728787618,33.83434474545142,22.556229830300946,Moderate
2025-02-28,18.312884200910545,21.975461041092654,14.650307360728437,Moderate
2025-03-01,23.999823171567243,28.79978780588069,19.199858537253796,Moderate
2025-03-02,27.148975686319602,32.57877082358352,21.719180549055682,Moderate
2025-03-03,33.236062428220805,39.883274913864966,26.588849942576644,Moderate
2025-03-04,27.678280093358417,33.2139361120301,22.142624074686736,Moderate
2025-03-05,20.27569974181708,24.330839690180493,16.220559793453663,Moderate
2025-03-06,21.165038812124063,25.398046574548875,16.93203104969925,Moderate
2025-03-07,22.03394420039611,26.440733040475333,17.627155360316888,Moderate
2025-03-08,26.7748194604289,32.12978335251468,21.419855568343124,Moderate
2025-03-09,30.428986582408527,36.51478389889023,24.343189265926824,Moderate
2025-03-10,33.00761173018512,39.60913407622214,26.406089384148096,Moderate
2025-03-11,30.357803945367845,36.429364734441414,24.286243156294276,Moderate
2025-03-12,32.948854841722245,39.53862581006669,26.3590838733778,Moderate
2025-03-13,30.817399137592776,36.98087896511133,24.653919310074222,Moderate
2025-03-14,26.52173018055006,31.82607621666007,21.217384144440047,Moderate
2025-03-15,25.105958282580577,30.12714993909669,20.084766626064464,Moderate
2025-03-16,24.282099699912703,29.138519639895243,19.425679759930162,Moderate
2025-03-17,25.326525863557045,30.391831036268453,20.261220690845636,Moderate
2025-03-18,24.819906948752447,29.783888338502933,19.85592555900196,Moderate
2025-03-19,32.984976538069745,39.58197184568369,26.387981230455797,Moderate
2025-03-20,25.254936642353158,30.305923970823788,20.20394931388253,Moderate
2025-03-21,26.857776074657025,32.22933128958843,21.48622085972562,Moderate
2025-03-22,29.37294943581615,35.24753932297938,23.49835954865292,Moderate
2025-03-23,27.910165125054256,33.49219815006511,22.328132100043405,Moderate
2025-03-24,23.90675737175885,28.68810884611062,19.12540589740708,Moderate
2025-03-25,15.204603453832735,18.245524144599283,12.16368276306619,Moderate
2025-03-26,19.39036503584818,23.268438043017817,15.512292028678544,Moderate
2025-03-27,12.608140798243484,15.12976895789218,10.086512638594789,Moderate
2025-03-28,19.952655640044807,23.943186768053767,15.962124512035846,Moderate
2025-03-29,27.966870344199137,33.560244413038966,22.37349627535931,Moderate
2025-03-30,23.494685979808462,28.193623175770153,18.795748783846772,Moderate
2025-03-31,26.00652959995327,31.207835519943924,20.80522367996262,Moderate
2025-04-01,18.91070928605373,22.692851143264477,15.128567428842985,Moderate
2025-04-02,18.749551646013863,22.499461975216636,14.999641316811092,Moderate
2025-04-03,17.949790490129182,21.539748588155017,14.359832392103346,Moderate
2025-04-04,17.05302676039862,20.463632112478344,13.642421408318896,Moderate
2025-04-05,24.800559366320083,29.7606712395841,19.840447493056068,Moderate
2025-04-06,31.21857054161051,37.46228464993261,24.97485643328841,Moderate
2025-04-07,36.351205419014654,43.621446502817584,29.080964335211725,Unhealthy
2025-04-08,38.16268173437237,45.795218081246844,30.530145387497896,Unhealthy
2025-04-09,39.29261596044606,47.151139152535265,31.434092768356848,Unhealthy
2025-04-10,45.2471950211343,54.296634025361165,36.19775601690744,Unhealthy
2025-04-11,28.12740517700483,33.7528862124058,22.501924141603865,Moderate
2025-04-12,26.567647298884708,31.88117675866165,21.254117839107767,Moderate
2025-04-13,28.653688864818804,34.38442663778256,22.922951091855044,Moderate
2025-04-14,28.699954250298077,34.43994510035769,22.959963400238465,Moderate
2025-04-15,26.94622191734553,32.33546630081463,21.556977533876424,Moderate
2025-04-16,29.973507673450918,35.9682092081411,23.978806138760735,Moderate
2025-04-17,30.54033005434951,36.64839606521941,24.43226404347961,Moderate
2025-04-18,26.756895043213238,32.10827405185589,21.405516034570592,Moderate
2025-04-19,27.872498574501694,33.44699828940203,22.297998859601357,Moderate
2025-04-20,27.204496311853497,32.645395574224196,21.763597049482797,Moderate
2025-04-21,21.478156368564306,25.773787642277167,17.182525094851446,Moderate
2025-04-22,22.76687288038457,27.320247456461484,18.21349830430766,Moderate
2025-04-23,22.79541896452196,27.354502757426353,18.23633517161757,Moderate
2025-04-24,18.45697449862838,22.148369398354056,14.765579598902704,Moderate
2025-04-25,15.880560550947727,19.056672661137274,12.704448440758183,Moderate
2025-04-26,15.704710179916958,18.845652215900348,12.563768143933567,Moderate
2025-04-27,23.247530423045006,27.897036507654008,18.598024338436005,Moderate
2025-04-28,23.94313051772978,28.731756621275736,19.154504414183826,Moderate
2025-04-29,20.472837875172438,24.567405450206923,16.378270300137952,Moderate
2025-04-30,18.35409909154563,22.024918909854758,14.683279273236506,Moderate
2025-05-01,16.93743204684845,20.32491845621814,13.54994563747876,Moderate
2025-05-02,15.865087847102966,19.03810541652356,12.692070277682374,Moderate
2025-05-03,17.76873599432734,21.322483193192806,14.214988795461872,Moderate
2025-05-04,23.554828845478074,28.26579461457369,18.84386307638246,Moderate
2025-05-05,19.444253028675814,23.333103634410975,15.555402422940652,Moderate
2025-05-06,21.453418594931023,25.744102313917228,17.162734875944818,Moderate
2025-05-07,24.497172420986843,29.39660690518421,19.597737936789475,Moderate
2025-05-08,37.17128214689805,44.60553857627766,29.737025717518442,Unhealthy
2025-05-09,15.810371960982465,18.972446353178956,12.648297568785972,Moderate
2025-05-10,21.953263175017582,26.343915810021098,17.562610540014067,Moderate
2025-05-11,15.058612848002694,18.070335417603232,12.046890278402156,Moderate
2025-05-12,18.329217581401302,21.99506109768156,14.663374065121042,Moderate
2025-05-13,16.60446961230786,19.92536353476943,13.283575689846288,Moderate
2025-05-14,16.554089504616368,19.86490740553964,13.243271603693096,Moderate
2025-05-15,21.820002228162345,26.18400267379481,17.456001782529878,Moderate
2025-05-16,23.945933226000484,28.73511987120058,19.156746580800387,Moderate
2025-05-17,21.44080762685344,25.728969152224128,17.152646101482755,Moderate
2025-05-18,16.425404178960918,19.7104850147531,13.140323343168735,Moderate
2025-05-19,24.99464312304187,29.993571747650243,19.9957144984335,Moderate
2025-05-20,24.992787196215943,29.99134463545913,19.994229756972757,Moderate
2025-05-21,21.954454978992537,26.345345974791044,17.56356398319403,Moderate
2025-05-22,17.557136852379006,21.068564222854807,14.045709481903206,Moderate
2025-05-23,19.90890956907237,23.890691482886844,15.927127655257898,Moderate
2025-05-24,21.280872215851414,25.537046659021694,17.024697772681133,Moderate
2025-05-25,24.239050767704903,29.086860921245883,19.391240614163923,Moderate
2025-05-26,19.862479725819334,23.8349756709832,15.889983780655468,Moderate
2025-05-27,25.901209722408886,31.08145166689066,20.72096777792711,Moderate
2025-05-28,18.570252284289552,22.28430274114746,14.856201827431642,Moderate
2025-05-29,17.542598635309226,21.05111836237107,14.03407890824738,Moderate
2025-05-30,20.096708741646175,24.11605048997541,16.07736699331694,Moderate
2025-05-31,23.331022330114692,27.997226796137628,18.664817864091756,Moderate
2025-06-01,23.134053675224486,27.76086441026938,18.50724294017959,Moderate
2025-06-02,24.48900446320481,29.386805355845773,19.59120357056385,Moderate
2025-06-03,22.07421784287389,26.489061411448667,17.65937427429911,Moderate
2025-06-04,22.60046998123918,27.120563977487013,18.080375984991345,Moderate
2025-06-05,19.66260299195693,23.595123590348315,15.730082393565546,Moderate
2025-06-06,18.407760992987182,22.08931319158462,14.726208794389747,Moderate
2025-06-07,17.456545049722212,20.947854059666653,13.965236039777771,Moderate
2025-06-08,20.82850341113396,24.99420409336075,16.662802728907167,Moderate
2025-06-09,25.388932831786008,30.46671939814321,20.311146265428807,Moderate
2025-06-10,22.252562443432353,26.703074932118824,17.802049954745883,Moderate
2025-06-11,22.892498306682196,27.470997968018633,18.31399864534576,Moderate
2025-06-12,19.892219156637463,23.870662987964955,15.91377532530997,Moderate
2025-06-13,24.80656595322077,29.76787914386492,19.845252762576617,Moderate
2025-06-14,16.609062977404545,19.93087557288545,13.287250381923636,Moderate
2025-06-15,18.151622535494894,21.781947042593874,14.521298028395917,Moderate
2025-06-16,27.09917851079629,32.51901421295555,21.67934280863703,Moderate
2025-06-17,27.987279767471488,33.58473572096578,22.38982381397719,Moderate
2025-06-18,22.70306418287227,27.243677019446725,18.162451346297818,Moderate
2025-06-19,21.634997560931456,25.961997073117747,17.307998048745166,Moderate
2025-06-20,18.05217515240256,21.662610182883075,14.44174012192205,Moderate
2025-06-21,19.738970577017078,23.686764692420493,15.791176461613663,Moderate
2025-06-22,19.351917853066062,23.222301423679273,15.48153428245285,Moderate
2025-06-23,21.55617778779994,25.867413345359925,17.244942230239953,Moderate
2025-06-24,27.805078297555045,33.366093957066056,22.24406263804404,Moderate
2025-06-25,22.54157203738083,27.049886444857,18.033257629904664,Moderate
2025-06-26,18.943747335856823,22.732496803028187,15.15499786868546,Moderate
2025-06-27,16.597570280119022,19.917084336142825,13.278056224095218,Moderate
2025-06-28,19.728740452322885,23.67448854278746,15.782992361858309,Moderate
2025-06-29,20.810920499802744,24.973104599763293,16.648736399842196,Moderate
2025-06-30,23.383862834994982,28.060635401993977,18.707090267995987,Moderate
2025-07-01,16.422059422692808,19.706471307231368,13.137647538154248,Moderate
2025-07-02,18.61164114646725,22.3339693757607,14.8893129171738,Moderate
2025-07-03,24.53628291465414,29.44353949758497,19.629026331723313,Moderate
2025-07-04,24.542813710108007,29.451376452129608,19.634250968086405,Moderate
2025-07-05,11.897966690333265,14.277560028399916,9.518373352266613,Good
2025-07-06,14.979390706698892,17.97526884803867,11.983512565359113,Moderate
2025-07-07,15.100399426634253,18.120479311961102,12.080319541307404,Moderate
2025-07-08,24.56893689192346,29.48272427030815,19.65514951353877,Moderate
2025-07-09,11.560933009548721,13.873119611458465,9.248746407638977,Good
2025-07-10,11.680165932213695,14.016199118656434,9.344132745770956,Good
2025-07-11,13.658487233910378,16.390184680692453,10.926789787128303,Moderate
2025-07-12,20.638798612780803,24.766558335336963,16.511038890224643,Moderate
2025-07-13,29.497092674048684,35.39651120885842,23.597674139238947,Moderate
2025-07-14,22.610417084214337,27.132500501057205,18.08833366737147,Moderate
2025-07-15,14.37433565565652,17.249202786787823,11.499468524525216,Moderate
2025-07-16,17.052599710375766,20.463119652450917,13.642079768300613,Moderate
2025-07-17,17.305732277587964,20.766878733105557,13.844585822070371,Moderate
2025-07-18,15.7580903317835,18.9097083981402,12.6064722654268,Moderate
2025-07-19,16.868651315384838,20.242381578461806,13.494921052307872,Moderate
2025-07-20,19.473560708033116,23.368272849639737,15.578848566426494,Moderate
2025-07-21,21.13130510023675,25.3575661202841,16.905044080189402,Moderate
2025-07-22,17.111667548175,20.53400105781,13.68933403854,Moderate
2025-07-23,19.640672502502817,23.56880700300338,15.712538002002255,Moderate
2025-07-24,18.849669838623345,22.619603806348014,15.079735870898677,Moderate
2025-07-25,15.549992965805501,18.6599915589666,12.439994372644401,Moderate
2025-07-26,15.959647075672738,19.151576490807283,12.76771766053819,Moderate
2025-07-27,14.38822758940836,17.265873107290034,11.51058207152669,Moderate
2025-07-28,14.80498076582477,17.765976918989722,11.843984612659817,Moderate
2025-07-29,14.091535660351,16.9098427924212,11.2732285282808,Moderate
2025-07-30,14.382207577186527,17.25864909262383,11.505766061749222,Moderate
2025-07-31,14.81613417485595,17.779361009827138,11.85290733988476,Moderate
2025-08-01,15.7975150901987,18.95701810823844,12.638012072158961,Moderate
2025-08-02,15.830255579597013,18.996306695516417,12.664204463677612,Moderate
2025-08-03,16.585181401439762,19.902217681727713,13.26814512115181,Moderate
2025-08-04,17.863261342671404,21.435913611205685,14.290609074137123,Moderate
2025-08-05,16.667237184653047,20.000684621583655,13.333789747722438,Moderate
2025-08-06,18.40670798114858,22.088049577378293,14.725366384918864,Moderate
2025-08-07,19.46379739426911,23.356556873122933,15.571037915415289,Moderate
2025-08-08,20.952527330078926,25.14303279609471,16.76202186406314,Moderate
2025-08-09,17.21587459785739,20.659049517428866,13.772699678285912,Moderate
2025-08-10,17.552150366964035,21.062580440356843,14.04172029357123,Moderate
2025-08-11,17.713652445358115,21.256382934429737,14.170921956286492,Moderate
2025-08-12,24.7975147328087,29.75701767937044,19.838011786246962,Moderate
2025-08-13,24.804045528262563,29.764854633915075,19.84323642261005,Moderate
2025-08-14,24.810576323716425,29.772691588459708,19.848461058973143,Moderate
2025-08-15,24.81710711917029,29.780528543004348,19.853685695336235,Moderate
2025-08-16,24.823637914624154,29.788365497548984,19.858910331699324,Moderate
2025-08-17,24.83016871007802,29.796202452093624,19.864134968062416,Moderate
2025-08-18,16.9471714741255,20.3366057689506,13.557737179300402,Moderate
2025-08-19,18.34915184371632,22.018982212459584,14.679321474973058,Moderate
2025-08-20,24.553798736925295,29.464558484310352,19.643038989540237,Moderate
2025-08-21,31.1229087289982,37.34749047479784,24.89832698319856,Moderate
2025-08-22,14.987531236999686,17.985037484399623,11.99002498959975,Moderate
2025-08-23,18.974680538558708,22.76961664627045,15.179744430846966,Moderate
2025-08-24,15.788499094623681,18.946198913548418,12.630799275698946,Moderate
2025-08-25,13.531101280146991,16.23732153617639,10.824881024117595,Moderate
2025-08-26,13.231093446479642,15.87731213577557,10.584874757183714,Moderate
2025-08-27,17.76081676427347,21.312980117128166,14.208653411418778,Moderate
2025-08-28,20.545844823873168,24.6550137886478,16.436675859098536,Moderate
2025-08-29,20.064751460649948,24.077701752779937,16.051801168519958,Moderate
2025-08-30,16.340183525533735,19.60822023064048,13.072146820426989,Moderate
2025-08-31,17.837506512772954,21.405007815327544,14.270005210218365,Moderate
2025-09-01,14.643171417724941,17.57180570126993,11.714537134179954,Moderate
2025-09-02,14.404249408559153,17.28509929027098,11.523399526847323,Moderate
2025-09-03,13.193095425404179,15.831714510485014,10.554476340323344,Moderate
2025-09-04,13.960233541955134,16.75228025034616,11.168186833564107,Moderate
2025-09-05,16.373082616505087,19.647699139806104,13.09846609320407,Moderate
2025-09-06,16.708082388793358,20.049698866552028,13.366465911034688,Moderate
2025-09-07,17.116189020127223,20.539426824152667,13.692951216101779,Moderate
2025-09-08,13.618767947886502,16.342521537463803,10.895014358309203,Moderate
2025-09-09,12.583735147715368,15.10048217725844,10.066988118172295,Moderate
2025-09-10,15.39174990121341,18.470099881456093,12.31339992097073,Moderate
2025-09-11,15.995643883685595,19.194772660422714,12.796515106948476,Moderate
2025-09-12,14.499473763320086,17.399368515984104,11.59957901065607,Moderate
2025-09-13,13.937794694117626,16.72535363294115,11.150235755294101,Moderate
2025-09-14,13.97787351126183,16.773448213514197,11.182298809009465,Moderate
2025-09-15,10.232647314596372,12.279176777515646,8.186117851677098,Good
2025-09-16,16.145970031665332,19.3751640379984,12.916776025332267,Moderate
2025-09-17,18.69370620944032,22.432447451328386,14.954964967552257,Moderate
2025-09-18,18.294811746859168,21.953774096231,14.635849397487334,Moderate
2025-09-19,15.988438472926923,19.186126167512306,12.79075077834154,Moderate
2025-09-20,14.103250216568142,16.92390025988177,11.282600173254515,Moderate
2025-09-21,14.098763893110997,16.918516671733194,11.279011114488798,Moderate
2025-09-22,15.728902857604245,18.874683429125092,12.583122286083396,Moderate
2025-09-23,18.280670131923628,21.93680415830835,14.624536105538903,Moderate
2025-09-24,16.77691031056751,20.13229237268101,13.421528248454008,Moderate
2025-09-25,16.36047182256052,19.632566187072623,13.088377458048416,Moderate
2025-09-26,21.45152153416022,25.741825840992266,17.161217227328176,Moderate
2025-09-27,21.4224932753745,25.706991930449398,17.1379946202996,Moderate
2025-09-28,27.201196595039356,32.64143591404723,21.760957276031487,Moderate
2025-09-29,24.984609115688478,29.98153093882617,19.987687292550785,Moderate
2025-09-30,16.684183638819427,20.02102036658331,13.347346911055542,Moderate
2025-10-01,25.124054505501896,30.148865406602273,20.09924360440152,Moderate
2025-10-02,25.130585300955758,30.15670236114691,20.104468240764607,Moderate
2025-10-03,25.13711609640962,30.164539315691542,20.1096928771277,Moderate
2025-10-04,25.143646891863487,30.17237627023618,20.11491751349079,Moderate
2025-10-05,25.15017768731735,30.180213224780818,20.12014214985388,Moderate
2025-10-06,33.54509294370477,40.25411153244573,26.83607435496382,Moderate
2025-10-07,36.33930782541704,43.607169390500445,29.07144626033363,Unhealthy
2025-10-08,31.524585616816186,37.82950274017942,25.21966849345295,Moderate
2025-10-09,35.75035718707562,42.90042862449074,28.6002857496605,Unhealthy
2025-10-10,26.066935014743482,31.28032201769218,20.853548011794786,Moderate
2025-10-11,22.52658730192304,27.031904762307647,18.021269841538434,Moderate
2025-10-12,17.54569270436579,21.054831245238947,14.036554163492633,Moderate
2025-10-13,16.88453762340873,20.261445148090473,13.507630098726985,Moderate
2025-10-14,40.59495084584853,48.713941015018236,32.475960676678824,Unhealthy
2025-10-15,27.03921349671072,32.44705619605286,21.631370797368575,Moderate
2025-10-16,29.268119827747917,35.1217437932975,23.414495862198336,Moderate
2025-10-17,20.04347831607678,24.052173979292135,16.034782652861423,Moderate
2025-10-18,20.765289335572305,24.918347202686764,16.612231468457846,Moderate
2025-10-19,20.179917667320197,24.215901200784234,16.14393413385616,Moderate
2025-10-20,36.66459263309025,43.9975111597083,29.331674106472203,Unhealthy
2025-10-21,25.8308562126839,30.99702745522068,20.66468497014712,Moderate
2025-10-22,30.4808294232211,36.57699530786532,24.38466353857688,Moderate
2025-10-23,30.461310223006123,36.55357226760734,24.3690481784049,Moderate
2025-10-24,28.213197414149136,33.855836896978964,22.57055793131931,Moderate
2025-10-25,27.380191152416028,32.85622938289923,21.904152921932823,Moderate
2025-10-26,28.736626460203222,34.48395175224387,22.98930116816258,Moderate
2025-10-27,33.26069265765709,39.9128311891885,26.60855412612567,Moderate
2025-10-28,24.273011046527618,29.12761325583314,19.418408837222096,Moderate
2025-10-29,22.542489443048705,27.050987331658444,18.033991554438966,Moderate
2025-10-30,30.383359591018678,36.46003150922241,24.306687672814945,Moderate
2025-10-31,25.930383980505873,31.116460776607045,20.7443071844047,Moderate
2025-11-01,39.75243163384812,47.70291796061774,31.801945307078498,Unhealthy
2025-11-02,28.774742324409548,34.52969078929146,23.01979385952764,Moderate
2025-11-03,33.065317969674524,39.67838156360943,26.45225437573962,Moderate
2025-11-04,21.285528522404665,25.542634226885596,17.028422817923733,Moderate
2025-11-05,36.51785367402809,43.82142440883371,29.21428293922247,Unhealthy
2025-11-06,26.491493545019168,31.789792254023,21.193194836015337,Moderate
2025-11-07,28.307060653982923,33.96847278477951,22.64564852318634,Moderate
2025-11-08,21.06949471007012,25.283393652084143,16.855595768056098,Moderate
2025-11-09,39.84837868789065,47.81805442546878,31.878702950312523,Unhealthy
2025-11-10,23.299606311236182,27.959527573483417,18.639685048988948,Moderate
2025-11-11,31.90959087399282,38.29150904879138,25.527672699194255,Moderate
2025-11-12,25.39834791456418,30.478017497477015,20.318678331651345,Moderate
2025-11-13,25.404878710018043,30.48585445202165,20.323902968014437,Moderate
2025-11-14,25.41140950547191,30.49369140656629,20.32912760437753,Moderate
2025-11-15,21.475900890268594,25.771081068322314,17.180720712214875,Moderate
2025-11-16,29.74375383695103,35.69250460434123,23.795003069560824,Moderate
2025-11-17,40.44432996622156,48.53319595946587,32.35546397297725,Unhealthy
2025-11-18,35.82043643425875,42.9845237211105,28.656349147407003,Unhealthy
2025-11-19,36.95134869242929,44.34161843091515,29.561078953943436,Unhealthy
2025-11-20,40.3847311247631,48.46167734971572,32.30778489981048,Unhealthy
2025-11-21,38.51265170951712,46.21518205142055,30.8101213676137,Unhealthy
2025-11-22,23.792401732529385,28.55088207903526,19.033921386023508,Moderate
2025-11-23,41.24716821757808,49.496601861093694,32.99773457406246,Unhealthy
2025-11-24,42.48213617911527,50.97856341493833,33.98570894329222,Unhealthy
2025-11-25,31.21735767990247,37.46082921588296,24.973886143921977,Moderate
2025-11-26,25.839558050439667,31.007469660527597,20.671646440351736,Moderate
2025-11-27,20.804154828918534,24.96498579470224,16.643323863134828,Moderate
2025-11-28,25.88500410140573,31.062004921686874,20.708003281124586,Moderate
2025-11-29,25.343995215184595,30.412794258221513,20.275196172147677,Moderate
2025-11-30,22.00420461177043,26.405045534124515,17.603363689416344,Moderate
2025-12-01,31.83532264989002,38.202387179868026,25.46825811991202,Moderate
2025-12-02,38.909985234996185,46.69198228199542,31.127988187996948,Unhealthy
2025-12-03,29.588788028649322,35.50654563437919,23.671030422919458,Moderate
2025-12-04,33.66630443908329,40.399565326899946,26.933043551266636,Moderate
2025-12-05,29.30205828307269,35.16246993968723,23.44164662645815,Moderate
2025-12-06,29.706870161586643,35.64824419390397,23.765496129269316,Moderate
2025-12-07,32.25598388340717,38.7071806600886,25.804787106725737,Moderate
2025-12-08,42.27422530171937,50.72907036206324,33.8193802413755,Unhealthy
2025-12-09,40.556983184173234,48.66837982100788,32.445586547338586,Unhealthy
2025-12-10,28.778970642543765,34.534764771052515,23.023176514035015,Moderate
2025-12-11,45.32386482108096,54.38863778529715,36.25909185686477,Unhealthy
2025-12-12,49.50006813528482,59.400081762341784,39.600054508227856,Unhealthy
2025-12-13,27.458347581092855,32.950017097311424,21.966678064874287,Moderate
2025-12-14,29.81488817485922,35.77786580983106,23.851910539887378,Moderate
2025-12-15,31.94976343997975,38.3397161279757,25.559810751983804,Moderate
2025-12-16,41.047049616616405,49.256459539939684,32.83763969329313,Unhealthy
2025-12-17,37.05110774689322,44.46132929627186,29.64088619751458,Unhealthy
2025-12-18,30.01534262541417,36.018411150497,24.01227410033134,Moderate
2025-12-19,20.413298225686873,24.495957870824245,16.3306385805495,Moderate
2025-12-20,33.243326261890736,39.89199151426888,26.594661009512592,Moderate
2025-12-21,40.630655501083886,48.75678660130066,32.50452440086711,Unhealthy
2025-12-22,32.50685486669846,39.00822584003815,26.00548389335877,Moderate
2025-12-23,33.09578580109293,39.714942961311515,26.476628640874345,Moderate
2025-12-24,32.772790591188766,39.327348709426516,26.218232472951016,Moderate
2025-12-25,38.57979304285172,46.29575165142206,30.863834434281376,Unhealthy
2025-12-26,37.42344292697225,44.9081315123667,29.938754341577802,Unhealthy
2025-12-27,42.93003930159138,51.516047161909654,34.3440314412731,Unhealthy
2025-12-28,33.31459837433481,39.97751804920177,26.651678699467848,Moderate
2025-12-29,30.28598524852432,36.34318229822918,24.22878819881946,Moderate
2025-12-30,19.907667065204375,23.88920047824525,15.9261336521635,Moderate
2025-12-31,23.492008962624904,28.190410755149884,18.793607170099925,Moderate
